Name,Registration No.,Validity,E-mail,Contact Person,Address,Correspondence Address,Telephone,Fax No.,State,City
CENTRUM CREDIT OPPORTUNITIES TRUST,IN/AIF2/18-19/0662,"Mar 29, 2019 - Perpetual",jaymeen.shah@centrum.co.in,Jaymeen Shah,"601, Centrum House, C.S.T. Road, Kalina, Santacruz East, MUMBAI, MAHARASHTRA, 400098","601, Centrum House, C.S.T. Road, Kalina, Santacruz East, MUMBAI, MAHARASHTRA, 400098",,,MAHARASHTRA,MUMBAI
CERESTRA INFRASTRCTURE TRUST,IN/AIF2/14-15/0113,"Jul 03, 2014 - Perpetual",,,,,,,,
Certus India Opportunities Trust I,IN/AIF2/20-21/0785,"Apr 23, 2020 - Perpetual",ashish.khandelia@certus.co.in,Ashish Khandelia,"C-2802, Oberoi Woods,, Mohan Gokhale Road, Goregaon(East), MUMBAI, MAHARASHTRA, 400063","B-2502, Oberoi Esquire, Mohan Gokhale Road, Goregaon(East), MUMBAI, MAHARASHTRA, 400063",,,MAHARASHTRA,MUMBAI
CERTUS INDIA OPPORTUNITIES TRUST II,IN/AIF2/25-26/2035,"Feb 09, 2026 - Perpetual",cref@certuscapital.in,ANISHA BABUR,"Unit 123 C Wing Durian Estate Goregaon Mulund Link Road Goregaon East Mumbai Maharashtra India 40006, MUMBAI, MAHARASHTRA, 400063","Unit 123 C Wing Durian Estate Goregaon Mulund Link Road Goregaon East Mumbai Maharashtra India 40006, MUMBAI, MAHARASHTRA, 400063",,,MAHARASHTRA,MUMBAI
CG India Investment Fund,IN/AIF2/23-24/1399,"Dec 05, 2023 - Perpetual",vijaykrishnan.s@capriglobalholdings.in,Vijaykrishnan Subramanian,"1B Court chambers 35 Sir Vithaldas Thackersey Marg , New Marine Lines, MUMBAI, MAHARASHTRA, 400020","A502 Peninsula Business Park Senapati Bapat Marg, Lower Parel West, MUMBAI, MAHARASHTRA, 400013",,,MAHARASHTRA,MUMBAI
Chakra India Growth Fund,IN/AIF1/23-24/1296,"Jun 21, 2023 - Perpetual",sri@chakra.fund,Rangarajan Purisai,"BHIVE Workspace, No. 19, 4th C Cross Koramangala Industrial,, 5th Block, Area, Bengaluru, BANGALORE, KARNATAKA, 650095","BHIVE Workspace, No. 19, 4th C Cross Koramangala Industrial, 5th Block, Area, Bengaluru, BANGALORE, KARNATAKA, 650095",,,KARNATAKA,BANGALORE
CHALKBOARD INVESTMENT TRUST,IN/AIF2/24-25/1562,"Jul 18, 2024 - Perpetual",sandeep@motionmillmedia.com,Sandeep Bhargava,"104 Skylark New Kantwadi Road, Pali Hill Road Bandra West, MUMBAI, MAHARASHTRA, 400050","104 Skylark New Kantwadi Road, Pali Hill Road Bandra West, MUMBAI, MAHARASHTRA, 400050",,,MAHARASHTRA,MUMBAI
Chanakya Fund Trust,IN/AIF2/22-23/1230,"Mar 13, 2023 - Perpetual",kresha.gupta18@yahoo.com,Kresha Gupta,"726, Iconic Shyamal, Shyamal Cross Road,, 132 Ring Road, Satellite, Jodhpur Char Rasta, AHMEDABAD, GUJARAT, 380015","726, Iconic Shyamal, Shyamal Cross Road, 132 Ring Road, Satellite, Jodhpur Char Rasta, AHMEDABAD, GUJARAT, 380015",,,GUJARAT,
Change Wealth,IN/AIF2/25-26/1949,"Nov 04, 2025 - Perpetual",aayush08@gmail.com,Aayush Shah,"S 207,Link Way, Estate, New Link Road,, CTS No 1093, Liberty Garden, Malad West, MUMBAI, MAHARASHTRA, 400054","S 207,Link Way, Estate, New Link Road, CTS No 1093, Liberty Garden, Malad West, MUMBAI, MAHARASHTRA, 400054",,,MAHARASHTRA,MUMBAI
Cheekotel Development Catalyst Private Limited,IN/AIF1/15-16/0211,"Feb 26, 2016 - Perpetual",,,"c by o SCSI Venture Advisors Pvt. Ltd., 202, Nilgiri, 9 Barakhamba Road, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001",,,,NATIONAL CAPITAL TERRITORY OF DELHI,NEW DELHI
CHEEKOTEL PRIVATE LIMITED,IN/AIF1/25-26/1931,"Oct 17, 2025 - Perpetual",shm.aff@gmail.com,SATISH MEHTA,"NOIDA SEZ, PHASE 1 UNIT 8 NOIDA, NOIDA, UTTAR PRADESH, 201305","202 NILGIRI, 9 BARAKHAMBA ROAD, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001",,,UTTAR PRADESH,NEW DELHI
CHIRATAE TRUST,IN/AIF1/15-16/0174,"Oct 05, 2015 - Perpetual",,,"7B, 7th Floor, Sobha Pearl No. 1, Commissariat Road, Bangalore, Karnataka, BANGALORE, KARNATAKA",,,,KARNATAKA,BANGALORE
Chiratae Trust II,IN/AIF2/22-23/1079,"Jun 07, 2022 - Perpetual",finance@chiratae.com,Swaminathan Sankar,"H No.632, 5th Cross, 12th Main, 4th Block, BANGALORE, KARNATAKA, 560034","3rd Floor, A & B Wing, Sobha Pearl, No. 1, Commissariat Road, BANGALORE, KARNATAKA, 560025",,,KARNATAKA,BANGALORE
Chiratae Trust V II,IN/AIF2/23-24/1258,"Apr 03, 2023 - Perpetual",operations@chiratae.com,Swaminathan Sankar,"3rd Floor A and B Wing Sobha Pearl No1 Commissariat Road Bangalore 560025 Karnataka India, BANGALORE, KARNATAKA, 560025","3rd Floor A and B Wing Sobha Pearl No1 Commissariat Road Bangalore 560025 Karnataka India, BANGALORE, KARNATAKA, 560025",,,KARNATAKA,BANGALORE
Chiratae Ventures India Fund IV,IN/AIF1/18-19/0637,"Feb 22, 2019 - Perpetual",kamlesh@chiratae.com,Kamlesh Patre,"H no. 632, 5th cross, 12th main, , 4th block, Koramangala, Bengaluru, BANGALORE, KARNATAKA, 560034","7B, 7th Floor, Sobha Pearl, 1, Commissariat Road, BANGALORE, KARNATAKA, 560025",,,KARNATAKA,BANGALORE
Chiratae Ventures Master Fund IV,IN/AIF1/19-20/0667,"Apr 04, 2019 - Perpetual",kamlesh@chiratae.com,Kamlesh Patre,"H no. 632, 5th cross, 12th main,, 4th block, Koramangala, Bengaluru, BANGALORE, KARNATAKA, 560034","7B, 7th Floor, Sobha Pearl, 1, Commissariat Road, BANGALORE, KARNATAKA, 560025",,,KARNATAKA,BANGALORE
Chiratae Ventures Trust V,IN/AIF2/22-23/1255,"Mar 28, 2023 - Perpetual",operations@chiratae.com,Swaminathan Sankar,"3rd Floor A and B Wing Sobha Pearl No1 Commissariat Road Bangalore 560025 Karnataka India, BANGALORE, KARNATAKA, 560025","3rd Floor A and B Wing Sobha Pearl No1 Commissariat Road Bangalore 560025 Karnataka India, BANGALORE, KARNATAKA, 560025",,,KARNATAKA,BANGALORE
Chittorgarh Growth Fund,IN/AIF2/25-26/2088,"Mar 11, 2026 - Perpetual",caashishjain.08@gmail.com,Ashish Jain,"604, Manglam Crown Square, Gandhi Path, Vaishali Nagar, JAIPUR, RAJASTHAN, 302021",,,,RAJASTHAN,JAIPUR
ChrysCapital Trust I,IN/AIF2/24-25/1524,"May 27, 2024 - Perpetual",AIFOperations@chryscapital.com,Puneet Chadha,"16th Floor, Eros Corporate Tower, Nehru Place, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","16th Floor, Eros Corporate Tower, Nehru Place, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019",,,NATIONAL CAPITAL TERRITORY OF DELHI,NEW DELHI
CIF-II,IN/AIF2/19-20/0702,"Jun 06, 2019 - Perpetual",prakashsf@gmail.com,Prakash Parthasarathy,"776 third floor 100 feet road, HAL II Stage, BANGALORE, KARNATAKA, 560038","776 third floor 100 feet road, HAL II Stage, BANGALORE, KARNATAKA, 560038",,,KARNATAKA,BANGALORE
CIF-III,IN/AIF3/18-19/0625,"Dec 11, 2018 - Perpetual",prakashsf@gmail.com,Prakash Parthasarathy,"776 100 feet road third floor, HAL II Stage, BANGALORE, KARNATAKA, 560038","776 100 feet road third floor, HAL II Stage, BANGALORE, KARNATAKA, 560038",,,KARNATAKA,BANGALORE
Cinnamon Wealth Investment Trust,IN/AIF2/24-25/1624,"Nov 11, 2024 - Perpetual",COMPLIANCE@CINNAMONWEALTH.CO,VIJAY EMMANUEL,"7th Flr Office No A708 Rustomjee Central Park, Chakala AK Road Andheri East, MUMBAI, MAHARASHTRA, 400069","7th Flr Office No A708 Rustomjee Central Park, Chakala AK Road Andheri East, MUMBAI, MAHARASHTRA, 400069",,,MAHARASHTRA,MUMBAI
CIPHER ALTERNATIVE INVESTMENT FUND,IN/AIF3/25-26/1926,"Oct 15, 2025 - Perpetual",CipherVF@elp-in.com,Sonal Maheshwari,"1801, Vasant Marvel, Grandure Tower, Off Western Express Highway, Borivali East, MUMBAI, MAHARASHTRA, 400066","1801, Vasant Marvel, Grandure Tower, Off Western Express Highway, Borivali East, MUMBAI, MAHARASHTRA, 400066",,,MAHARASHTRA,MUMBAI
CIRCULUS STRIDE FORWARD FUND,IN/AIF2/25-26/2000,"Dec 26, 2025 - Perpetual",pankaj@strideventures.in,Pankaj Kwatra,"4B 03, DLF Corporate park, Near Guru Dronacharya metro station, Sector 24,, GURUGRAM, HARYANA, 1222010","4B 03, DLF Corporate park, Near Guru Dronacharya metro station, Sector 24, GURUGRAM, HARYANA, 1222010",,,HARYANA,
Clarity Prime Investment Opportunities Trust,IN/AIF2/25-26/2042,"Feb 13, 2026 - Perpetual",compliance@claritycap.co.in,Yash Ravel,"314, Duru House, 3rd Floor, Juhu, MUMBAI, MAHARASHTRA, 400049","314, Duru House, 3rd Floor, Juhu, MUMBAI, MAHARASHTRA, 400049",,,MAHARASHTRA,MUMBAI
Clarus Trust,IN/AIF3/21-22/0899,"Jul 01, 2021 - Perpetual",operations@claruscapital.in,Soumendra Lahiri,"16 Floor Eros Corporate Tower Nehru Place, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","16 Floor Eros Corporate Tower Nehru Place, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019",,,NATIONAL CAPITAL TERRITORY OF DELHI,
Clean Max Renewable Trust,IN/AIF2/19-20/0749,"Nov 22, 2019 - Perpetual",nitai.vijay@cleanmaxsolar.com,Nitai Vijay,"4th Floor The International, 16 Maharishi Karve Road New Marine Lines Cross Road No 1 Churchgate, MUMBAI, MAHARASHTRA, 400020","4th Floor The International, 16 Maharishi Karve Road New Marine Lines Cross Road No 1 Churchgate, MUMBAI, MAHARASHTRA, 400020",9100000000000.0,9100000000000.0,MAHARASHTRA,MUMBAI
Client Associates Alternative Investment Trust,IN/AIF2/23-24/1316,"Jul 26, 2023 - Perpetual",bhanukapur@clientassociates.com,Bhanu Kapur,"2nd Floor, Block B, Vatika Towers,, Golf Course Road, Sector 54, GURGAON, HARYANA, 122002","2nd Floor, Block B, Vatika Towers, Golf Course Road, Sector 54, GURGAON, HARYANA, 122002",9100000000000.0,9100000000000.0,HARYANA,
CLIMATE ANGELS TRUST,IN/AIF1/21-22/0938,"Oct 14, 2021 - Perpetual",svs@massive.org.in,Shailesh Singh,"I 201, Parsavnath Gardenia Sector 61, Gautam Buddha Nagar, NOIDA, UTTAR PRADESH, 201301","I 201, Parsavnath Gardenia Sector 61, Gautam Buddha Nagar, NOIDA, UTTAR PRADESH, 201301",,,UTTAR PRADESH,
Climate9ers Capital,IN/AIF1/22-23/1234,"Mar 14, 2023 - Perpetual",climate9ers@gmail.com,Naman Hegde,"2247 B 2 3, Vasant Kunj, South Delhi, New Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110070","2247 B 2 3, Vasant Kunj, South Delhi, New Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110070",,,NATIONAL CAPITAL TERRITORY OF DELHI,NEW DELHI
Club Kautilya Investment Trust,IN/AIF3/24-25/1644,"Nov 27, 2024 - Perpetual",ckpartners@clubkautilya.com,Naveen Vyas,"Microsec Block, Azimganj House, 2nd Floor, , 7, camac street, shakespeare sarani,, KOLKATA, WEST BENGAL, 700017","Microsec Block, Azimganj House, 2nd Floor, , 7, camac street, shakespeare sarani, KOLKATA, WEST BENGAL, 700017",,,WEST BENGAL,KOLKATA
Cogniphy Angel Fund,IN/AIF1/22-23/1242,"Mar 17, 2023 - Perpetual",dd@cogniphy.us,Dewanshu Deep,"352, Sector 21, GURGAON, HARYANA, 122015","352, Sector 21, GURGAON, HARYANA, 122015",,,HARYANA,
COGNIZANT CAPITAL,IN/AIF3/23-24/1304,"Jun 30, 2023 - Perpetual",reachus@cognizantcapital.in,MIYUSH GANDHI,"Floor G Plot 2B Grease House, Jakeria Bunder Road Sewri, MUMBAI, MAHARASHTRA, 400015","Floor G Plot 2B Grease House, Jakeria Bunder Road Sewri, MUMBAI, MAHARASHTRA, 400015",,,MAHARASHTRA,MUMBAI
COINMEN SPECIAL OPPORTUNITIES FUND,IN/AIF2/22-23/1092,"Jun 22, 2022 - Perpetual",sajal.jain@coinmen.com,Sajal Jain,"A22, 3rd floor,, Aurobindo Marg, Green Park Main, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110016","A22, 3rd floor, Aurobindo Marg, Green Park Main, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110016",,,NATIONAL CAPITAL TERRITORY OF DELHI,NEW DELHI
Colossa WomenFirst Fund,IN/AIF2/22-23/1245,"Mar 21, 2023 - Perpetual",vandana.r@colossaventures.com,Vandana Rajadhyaksha,"1402, 14TH FLOOR, LODHA SUPREMUS, SENAPATI BAPAT MARG, OPP. KAMALA MILLS COMPOUND, LOWER PAREL, MUMBAI, MAHARASHTRA, 400013","1402, 14TH FLOOR, LODHA SUPREMUS, SENAPATI BAPAT MARG, OPP. KAMALA MILLS COMPOUND, LOWER PAREL, MUMBAI, MAHARASHTRA, 400013",,,MAHARASHTRA,MUMBAI
Commercial & Opportunistic Residential Real Estate Fund,IN/AIF2/20-21/0847,"Dec 28, 2020 - Perpetual",saandip.kundu@ganucorpus.com,Saandip Kundu,"164, Atlanta Building, Nariman Point, MUMBAI, MAHARASHTRA, 400021","164, Atlanta Building, Nariman Point, MUMBAI, MAHARASHTRA, 400021",,,MAHARASHTRA,MUMBAI
COMMERCIAL RENTAL YIELD TRUST,IN/AIF2/22-23/1225,"Mar 08, 2023 - Perpetual",alternativescompliance@edelweissalts.com,Deepak Mukhija,"Edelweiss House, Off C.S.T. Road, , Kalina, Mumbai, MUMBAI, MAHARASHTRA, 400098","Edelweiss House, Off C.S.T. Road, , Kalina, Mumbai, MUMBAI, MAHARASHTRA, 400098",,,MAHARASHTRA,MUMBAI
Compact Capital Investment Trust,IN/AIF2/19-20/0745,"Nov 15, 2019 - Perpetual",vijaybhatia@email.com,VIJAY BHATIA,"103 Gateway Plaza, Hiranandani Gardens Powai, MUMBAI, MAHARASHTRA, 400076","103 Gateway Plaza, Hiranandani Gardens Powai, MUMBAI, MAHARASHTRA, 400076",,,MAHARASHTRA,MUMBAI
Compounding Gems India Trust,IN/AIF3/23-24/1452,"Feb 14, 2024 - Perpetual",nitin@compoundinggems.com,Nitin Goyal,"First Floor, Shreenath Chambers, 11A, New Grain Mandi, Kota, KOTA, RAJASTHAN, 324007","First Floor, Shreenath Chambers, 11A, New Grain Mandi, Kota, KOTA, RAJASTHAN, 324007",,,RAJASTHAN,
CONTRARIAN VRIDDHI TRUST,IN/AIF1/14-15/0120,"Sep 30, 2014 - Perpetual",,,,,,,,
Convergent Fund I,IN/AIF2/18-19/0611,"Oct 30, 2018 - Perpetual",shruti.mohanraj@bobbyparikh.com,Shruti Mohanraj,"506 5th Floor Ceejay House, , Shiv Sagar Estate Worli, MUMBAI, MAHARASHTRA, 400018","506 5th Floor Ceejay House, , Shiv Sagar Estate Worli, MUMBAI, MAHARASHTRA, 400018",,,MAHARASHTRA,MUMBAI
Convergent Fund I LLP,IN/AIF2/18-19/0612,"Oct 30, 2018 - Perpetual",shruti.mohanraj@bobbyparikh.com,Shruti Mohanraj,"506 5th Floor Ceejay House, , Shiv Sagar Estate Worli, MUMBAI, MAHARASHTRA, 400018","506 5th Floor Ceejay House, , Shiv Sagar Estate Worli, MUMBAI, MAHARASHTRA, 400018",,,MAHARASHTRA,MUMBAI
CORE91 VC TRUST,IN/AIF2/21-22/0881,"May 03, 2021 - Perpetual",shalin@core91.vc,Shalin Shah,"801 804 Floor 8 1 Peninsula Corporate Park Ganpatrao Kadam Marg Lower Parel , Delisle Road Mumbai 400013, MUMBAI, MAHARASHTRA, 400013","801 804 Floor 8 1 Peninsula Corporate Park Ganpatrao Kadam Marg Lower Parel , Delisle Road Mumbai 400013, MUMBAI, MAHARASHTRA, 400013",,,MAHARASHTRA,MUMBAI
Cornerstone Venture Partners Fund,IN/AIF1/18-19/0572,"Aug 09, 2018 - Perpetual",rajiv@csvpfund.com,Rajiv Vaishnav,"63, 1st Floor, Raghuleela Mega Mall, Behind Poisar Bus Depot, Kandivali (West), MUMBAI, MAHARASHTRA, 400067","63, 1st Floor, Raghuleela Mega Mall, Behind Poisar Bus Depot, Kandivali (West), MUMBAI, MAHARASHTRA, 400067",,,MAHARASHTRA,MUMBAI
CORNERSTONE VENTURES INVESTMENT FUND,IN/AIF2/23-24/1406,"Dec 11, 2023 - Perpetual",shreyas@csvpfund.com,SHREYAS TRIVEDI,"63, 1st Floor, Raghuleela Mega Mall, Kandivali West, MUMBAI, MAHARASHTRA, 400067","63, 1st Floor, Raghuleela Mega Mall, Kandivali West, MUMBAI, MAHARASHTRA, 400067",,,MAHARASHTRA,MUMBAI
Corporate Debt Market Development Fund,IN/AIFC/23-24/1317,"Jul 28, 2023 - Perpetual",Vinaya.Datar@sbimf.com,Vinaya Datar,"9th Floor, Crescenzo, C-38 & 39, G Block, Bandra Kurla Complex, MUMBAI, MAHARASHTRA, 400051","9th Floor, Crescenzo, C-38 & 39, G Block, Bandra Kurla Complex, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
Cosmea Quantamental CAT III AIF Master Trust,IN/AIF3/24-25/1704,"Jan 23, 2025 - Perpetual",aifservices@cosmeaim.com,Nadia Daredia,"2nd floor ICC Chambers II, Saki Vihar Road Near MTNL office Powai, MUMBAI, MAHARASHTRA, 400072","2nd floor ICC Chambers II, Saki Vihar Road Near MTNL office Powai, MUMBAI, MAHARASHTRA, 400072",,,MAHARASHTRA,MUMBAI
Craving Alpha Wealth Fund,IN/AIF3/24-25/1646,"Nov 29, 2024 - Perpetual",compliance@aif.cravingalpha.com,Mayank Mehra,"Room 419, 1 RN Mukherjee Road, KOLKATA, WEST BENGAL, 700001","Room 419, 1 RN Mukherjee Road, KOLKATA, WEST BENGAL, 700001",,,WEST BENGAL,KOLKATA
Creaegis Transformations Fund Trust,IN/AIF3/25-26/1778,"Apr 07, 2025 - Perpetual",pramila@creaegis.in,Pramila Venkat,"776, 3rd Floor, 100 feet road, HAL 2 Stage, Bengaluru 560038, BANGALORE, KARNATAKA, 560038","776, 3rd Floor, 100 feet road, HAL 2 Stage, Bengaluru 560038, BANGALORE, KARNATAKA, 560038",9110000000000.0,9110000000000.0,KARNATAKA,BANGALORE
CREDBERG INVESTMENT MANAGEMENT TRUST,IN/AIF2/21-22/0961,"Dec 14, 2021 - Perpetual",RIDHAM.KAKRANIA@CREDBERG.COM,RIDHAM KAKRANIA,"503A C Wing 5th Floor Fortune 2000 G Block, Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","503A C Wing 5th Floor Fortune 2000 G Block, Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
Credential Alternative Investment Trust,IN/AIF2/25-26/1872,"Aug 06, 2025 - Perpetual",vijay@credentialadvisory.com,Vijay Kumar Darak,"Unit No. 506, 5th Floor, 41A, AJC Bose Road, Diamond Prestige, KOLKATA, WEST BENGAL, 700017","Unit No. 506, 5th Floor, 41A, AJC Bose Road, Diamond Prestige, KOLKATA, WEST BENGAL, 700017",,,WEST BENGAL,KOLKATA
Credicon Trust,IN/AIF2/22-23/1059,"May 09, 2022 - Perpetual",varun.ponduru@credicon.com,Varun Ponduru,"House No. 386, Road No. 10, Banjarahills, HYDERABAD, TELANGANA, 500034","Flat No 502, Aditya Court, 8-2-334, Road No.3, Banjara Hills, HYDERABAD, TELANGANA, 500034",,,TELANGANA,HYDERABAD
Credit Solutions India Trust,IN/AIF2/19-20/0733,"Oct 24, 2019 - Perpetual",rkapadia@varde.com,Reshma Kapadia,"7 A and B,Siddhivinayak Chambers,Gandhi Nagar, Opp MIG Cricket Club, Bandra East, MUMBAI, MAHARASHTRA, 400051","4C,Siddhivinayak Chambers,Gandhi Nagar, Opposite MIG Cricket Club, Bandra (East), MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
CSIM India AIF,IN/AIF3/23-24/1477,"Mar 27, 2024 - Perpetual",govind@csim.co.in,Govindarajan Chellappa,"Unit No. 1107 Supreme Headquarters, Floor 11,Near Link Square Mall, , Junction of 14th and 33rd Road, Off Linking Road, Bandra West, MUMBAI, MAHARASHTRA, 400050","Unit No. 1107 Supreme Headquarters, Floor 11,Near Link Square Mall, , Junction of 14th and 33rd Road, Off Linking Road, Bandra West, MUMBAI, MAHARASHTRA, 400050",,,MAHARASHTRA,MUMBAI
CSquare Venture Partners Fund I,IN/AIF1/21-22/0965,"Dec 20, 2021 - Perpetual",javacapital.nda@nishithdesai.com,Vinod Shankar,"No 1637 Dikshit Enclave, Aecs Layout E block 6th Main Kundanahalli, BANGALORE, KARNATAKA, 560037","No 1637 Dikshit Enclave, Aecs Layout E block 6th Main Kundanahalli, BANGALORE, KARNATAKA, 560037",9110000000000.0,9110000000000.0,KARNATAKA,BANGALORE
Custos Ventures AIF,IN/AIF3/25-26/1957,"Nov 11, 2025 - Perpetual",reach@custos.in,Lokesh Gupta,"801, AGGARWAL CORPORATE HEIGHTS,, NSP, PITAMPURA,, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110034","801, AGGARWAL CORPORATE HEIGHTS, NSP, PITAMPURA, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110034",,,NATIONAL CAPITAL TERRITORY OF DELHI,NEW DELHI
CX Alternative Investment Fund,IN/AIF2/17-18/0369,"Sep 18, 2017 - Perpetual",,,"Atelier Level 1, Suite No 3, Worldmark 2, Aerocity, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110037",,,,NATIONAL CAPITAL TERRITORY OF DELHI,NEW DELHI
CX Alternative Investment Fund 3,IN/AIF2/22-23/1171,"Nov 17, 2022 - Perpetual",jayanta@cxpartners.in,Jayanta Basu,"Atelier Level 2, Suite No 7, Worldmark 2, Aerocity, Mahipalpur, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110037","Atelier Level 2, Suite No 7, Worldmark 2, Aerocity, Mahipalpur, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110037",,,NATIONAL CAPITAL TERRITORY OF DELHI,NEW DELHI
D&B India Opportunities Multicap Fund,IN/AIF3/19-20/0726,"Aug 30, 2019 - Perpetual",hriday.dalal@dalal-broacha.com,Hriday Dalal,"83 7 Ground Floor, Soundarya Paramount 5th Cross, BANGALORE, KARNATAKA, 560003","83 7 Ground Floor, Soundarya Paramount 5th Cross, BANGALORE, KARNATAKA, 560003",,,KARNATAKA,BANGALORE
Daksfirst India Special Situations Trust,IN/AIF2/21-22/0955,"Nov 26, 2021 - Perpetual",sk@daksfirst.com,Sumit Kanthed,"603 A Wing, Prathamesh Tower, Raghuvanshi Mill Compound, Senapati Bapat Marg, Lower Parel West, MUMBAI, MAHARASHTRA, 400013","603 A Wing, Prathamesh Tower, Raghuvanshi Mill Compound, Senapati Bapat Marg, Lower Parel West, MUMBAI, MAHARASHTRA, 400013",,,MAHARASHTRA,MUMBAI
Dalmia Nisus Finance Credit Opportunities Trust,IN/AIF2/18-19/0647,"Mar 12, 2019 - Perpetual",info@nisusfin.com,Amit Goenka,"201 D, Poonam Chambers, A Wing, Dr Annie Besant Road, Worli, MUMBAI, MAHARASHTRA, 400018","201 D, Poonam Chambers, A Wing, Dr Annie Besant Road, Worli, MUMBAI, MAHARASHTRA, 400018",,,MAHARASHTRA,MUMBAI
Dalmus Investment Trust,IN/AIF3/21-22/0937,"Oct 12, 2021 - Perpetual",pulkit@dalmuscapital.com,Pulkit Singhal,"B 1302 Meera CHS Plot 15 S. No. 41 Off. LK Road Near Oshiwara Police Station Jogeshwari West Mumbai, MUMBAI, MAHARASHTRA, 4000102","B 1302 Meera CHS Plot 15 S. No. 41 Off. LK Road Near Oshiwara Police Station Jogeshwari West Mumbai, MUMBAI, MAHARASHTRA, 4000102",,,MAHARASHTRA,MUMBAI
Dalton India AIF Trust,IN/AIF3/22-23/1251,"Mar 24, 2023 - Perpetual",siva@daltonadvisory.in,Siva Thiravidamony,"3rd floor, Prudential Building, Prudential IT Park,, Hiranandani Gardens, Powai, Mumbai, Maharashtra, 400076, India, MUMBAI, MAHARASHTRA, 400076","3rd floor, Prudential Building, Prudential IT Park, Hiranandani Gardens, Powai, Mumbai, Maharashtra, 400076, India, MUMBAI, MAHARASHTRA, 400076",,,MAHARASHTRA,MUMBAI
Danazir Capital GravityX,IN/AIF2/23-24/1370,"Oct 19, 2023 - Perpetual",ram@velupillai.in,Sivaram Mathevanpillai,"No.37/2, 13th Main, 7th Cross BSK 1st Stage, Bank Colony Srinivasnagar, BANGALORE, KARNATAKA, 560050","4th Floor, L-151, 5th Main, 14th Cross, 6th Sector, HSR Layout, BANGALORE, KARNATAKA, 560102",,,KARNATAKA,BANGALORE
DAR MENTORCAP FILM FUND,IN/AIF2/12-13/0011,"Oct 16, 2012 - Perpetual",,,,,,,,
Darjeeling Capital Trust,IN/AIF2/21-22/1012,"Mar 14, 2022 - Perpetual",naveen.bhather@malabarinvest.com,Naveen Bhather,"2nd Floor, the Point, 30th Road, Bandra West, MUMBAI, MAHARASHTRA, 400050","2nd Floor, the Point, 30th Road, Bandra West, MUMBAI, MAHARASHTRA, 400050",9100000000000.0,9100000000000.0,MAHARASHTRA,MUMBAI
DARWIN EVOLUTION TRUST,IN/AIF3/25-26/1977,"Dec 09, 2025 - Perpetual",tanay.chandaliya@darwingroup.in,TANAY CHANDALIYA,"G6, Amit Industrial Estate, Plot 61, Dr S S Rao Road, Parel, Mumbai, Maharashtra, MUMBAI, MAHARASHTRA, 400012","G6, Amit Industrial Estate, Plot 61, Dr S S Rao Road, Parel, Mumbai, Maharashtra, MUMBAI, MAHARASHTRA, 400012",,,MAHARASHTRA,MUMBAI
Deep Science India Fund Trust,IN/AIF2/18-19/0528,"Apr 09, 2018 - Perpetual",sid.pai@deepsciencefund.com,Siddharth Pai,"Axis House, Bombay Dyeing Mills Compound, Pandhurang Budhkar Marg, Worli, MUMBAI, MAHARASHTRA, 400025","10 South End Street, Kumara Park East Bangalore, BANGALORE, KARNATAKA, 560001",,,MAHARASHTRA,MUMBAI
DeVC India I Trust,IN/AIF2/22-23/1131,"Sep 06, 2022 - Perpetual",MatrixDeVCAIF@matrixpartners.in,Priyank Shrivastava,"603, 6th floor, Ceejay House,, Dr. Annie Besant Road, Worli, MUMBAI, MAHARASHTRA, 400018","603, 6th floor, Ceejay House, Dr. Annie Besant Road, Worli, MUMBAI, MAHARASHTRA, 400018",,,MAHARASHTRA,MUMBAI
Dezerv Alpha Equity Trust,IN/AIF3/23-24/1467,"Mar 22, 2024 - Perpetual",legal-compliance@dezerv.in,Kavita Khatri,"Unit No 301 Trade Centre Bandra East, MUMBAI, MAHARASHTRA, 400051","Unit No 301 Trade Centre Bandra East, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
